date,perturbation,model,mean_1m_temp_degC,mean_0_5m_temp_degC
2022-07-09,13,3,18.462975,17.00107
2022-07-09,14,3,18.719831,17.074385
2022-07-09,15,3,18.712818,17.085962
2022-07-09,16,3,19.02384,17.127335
2022-07-09,17,3,19.014778,17.118145
2022-07-09,18,3,18.902111,17.14649
2022-07-09,19,3,18.687307,17.066635
2022-07-09,20,3,18.573025,17.081287
2022-07-09,21,3,19.054304,17.082737
2022-07-09,22,3,18.671337,17.104378
2022-07-09,23,3,18.707035,17.077166
2022-07-09,24,3,18.71764,17.033707
2022-07-09,25,3,18.845726,17.150015
2022-07-09,26,3,18.70882,17.067242
2022-07-09,27,3,19.327019,17.051369
2022-07-09,28,3,18.872234,17.145908
2022-07-09,29,3,18.871086,17.08691
2022-07-09,30,3,18.649605,17.020914
2022-07-09,0,4,19.047106,17.246937
2022-07-09,1,4,18.962694,17.235834
2022-07-09,2,4,18.920437,17.299292
2022-07-09,3,4,19.259548,17.178436
2022-07-09,4,4,19.415937,17.142513
2022-07-09,5,4,19.083433,17.181976
2022-07-09,6,4,18.872229,17.139814
2022-07-09,7,4,19.14869,17.261461
2022-07-09,8,4,19.05015,17.136654
2022-07-09,9,4,19.504608,17.073229
2022-07-09,10,4,19.2861,17.138344
2022-07-09,11,4,18.87872,17.252686
2022-07-09,12,4,19.364063,17.134178
2022-07-09,13,4,18.607847,17.114859
2022-07-09,14,4,18.979841,17.207678
2022-07-09,15,4,18.965221,17.217876
2022-07-09,16,4,19.371208,17.160664
2022-07-09,17,4,19.366932,17.159569
2022-07-09,18,4,19.2101,17.281698
2022-07-09,19,4,18.921757,17.210642
2022-07-09,20,4,18.753683,17.21084
2022-07-09,21,4,19.435932,16.949703
2022-07-09,22,4,18.895334,17.253702
2022-07-09,23,4,18.95782,17.206001
2022-07-09,24,4,18.97278,17.17291
2022-07-09,25,4,19.13323,17.287695
2022-07-09,26,4,18.95876,17.206905
2022-07-09,27,4,19.74239,16.745564
2022-07-09,28,4,19.190329,17.278137
2022-07-09,29,4,19.179512,17.202396
2022-07-09,30,4,18.885815,17.154243
2022-07-09,0,5,18.87354,17.35514
2022-07-09,1,5,18.797592,17.325087
2022-07-09,2,5,18.781895,17.366339
2022-07-09,3,5,19.055666,17.355593
2022-07-09,4,5,19.243841,17.341097
2022-07-09,5,5,18.882092,17.311766
2022-07-09,6,5,18.692059,17.228226
2022-07-09,7,5,18.963144,17.397436
2022-07-09,8,5,18.859377,17.29951
2022-07-09,9,5,19.322418,17.24419
2022-07-09,10,5,19.074339,17.328825
2022-07-09,11,5,18.734617,17.317528
2022-07-09,12,5,19.177818,17.329811
2022-07-09,13,5,18.473593,17.162516
2022-07-09,14,5,18.80426,17.306885
2022-07-09,15,5,18.793371,17.31382
2022-07-09,16,5,19.168037,17.354887
2022-07-09,17,5,19.182125,17.336721
2022-07-09,18,5,19.016754,17.413599
2022-07-09,19,5,18.749899,17.278378
2022-07-09,20,5,18.615915,17.265627
2022-07-09,21,5,19.198805,17.147236
2022-07-09,22,5,18.74262,17.313988
2022-07-09,23,5,18.788988,17.305344
2022-07-09,24,5,18.772102,17.24505
2022-07-09,25,5,18.950603,17.402987
2022-07-09,26,5,18.78457,17.296803
2022-07-09,27,5,19.461021,16.9452
2022-07-09,28,5,18.99423,17.406048
2022-07-09,29,5,18.966988,17.345081
2022-07-09,30,5,18.706215,17.23411
2022-07-09,0,6,18.744856,16.850748
2022-07-09,1,6,18.671026,16.855959
2022-07-09,2,6,18.631258,16.913696
2022-07-09,3,6,18.933975,16.785482
2022-07-09,4,6,19.08153,16.766369
2022-07-09,5,6,18.780083,16.802523
2022-07-09,6,6,18.606918,16.800888
2022-07-09,7,6,18.827417,16.846321
2022-07-09,8,6,18.768215,16.792004
